CONCEPT_NAME,TYPE,DT4HID,MODEL_TYPE,DATE
Mannitol,Medication,DT4H-Med141,DT4H,2024-06-01
Prenylamin,Medication,DT4H-MedC110,DT4H,2024-06-01
Klorthalidone,Medication,DT4H-Med184,DT4H,2024-06-01
Probenecid,Medication,DT4H-Med244,DT4H,2024-06-01
Medtyklotiazid,Medication,DT4H-Med229,DT4H,2024-06-01
Indapamid,Medication,DT4H-Med207,DT4H,2024-06-01
Furosemid,Medication,DT4H-Med183,DT4H,2024-06-01
Oxtriphylline,Medication,DT4H-Med171,DT4H,2024-06-01
Nifedipin,Medication,DT4H-MedC178,DT4H,2024-06-01
Polytiazid,Medication,DT4H-Med228,DT4H,2024-06-01
BuMedtanid,Medication,DT4H-Med182,DT4H,2024-06-01
Amilorid,Medication,DT4H-Med157,DT4H,2024-06-01
Amiloridhydroklorid,Medication,DT4H-Med156,DT4H,2024-06-01
Azapropazon - kemikalie,Medication,DT4H-Med243,DT4H,2024-06-01
Imidaprilhydroklorid,Medication,DT4H-MedR148,DT4H,2024-06-01
Lacidipin,Medication,DT4H-MedC176,DT4H,2024-06-01
Lerkanidipinhydroklorid,Medication,DT4H-MedC175,DT4H,2024-06-01
Medrsalylnatrium,Medication,DT4H-Med131,DT4H,2024-06-01
Xipamid,Medication,DT4H-Med204,DT4H,2024-06-01
Klopamid,Medication,DT4H-Med203,DT4H,2024-06-01
HydrofluMedtiazid,Medication,DT4H-Med225,DT4H,2024-06-01
Cilazapril,Medication,DT4H-MedR147,DT4H,2024-06-01
Imidapril,Medication,DT4H-MedR146,DT4H,2024-06-01
Lerkanidipin,Medication,DT4H-MedC174,DT4H,2024-06-01
Cyklopenthiazid,Medication,DT4H-Med224,DT4H,2024-06-01
Eprosartan,Medication,DT4H-MedR119,DT4H,2024-06-01
PETN,Medication,DT4H-MedV116,DT4H,2024-06-01
Karbamid,Medication,DT4H-Med142,DT4H,2024-06-01
D-mannitol,Medication,DT4H-Med141,DT4H,2024-06-01
ISD,Medication,DT4H-MedV113,DT4H,2024-06-01
Glyceryltrinitrat,Medication,DT4H-MedV112,DT4H,2024-06-01
Nitroglycerol,Medication,DT4H-MedV112,DT4H,2024-06-01
Frusemid,Medication,DT4H-Med183,DT4H,2024-06-01
Bay-e 9736,Medication,DT4H-MedC177,DT4H,2024-06-01
Bendrofluazid,Medication,DT4H-Med227,DT4H,2024-06-01
BensydrofluMedtiazid,Medication,DT4H-Med227,DT4H,2024-06-01
HCTZ,Medication,DT4H-Med226,DT4H,2024-06-01
Eritrityltetranitrat,Medication,DT4H-MedV117,DT4H,2024-06-01
Tienilsyra,Medication,DT4H-Med191,DT4H,2024-06-01
Fenylalkylamin,Medication,DT4H-MedC14,DT4H,2024-06-01
Benzothiazepine,Medication,DT4H-MedC12,DT4H,2024-06-01
Diarylaminopropylamin,Medication,DT4H-MedC13,DT4H,2024-06-01
Dihydropyridin,Medication,DT4H-MedC16,DT4H,2024-06-01
Medfruside,Medication,DT4H-Med202,DT4H,2024-06-01
Eplerenon,Medication,DT4H-MedM113,DT4H,2024-06-01
Diltiazemmaleat,Medication,DT4H-MedC121,DT4H,2024-06-01
Amiloridhydroklorid dihydrat,Medication,DT4H-Med154,DT4H,2024-06-01
OlMedsartan,Medication,DT4H-MedR118,DT4H,2024-06-01
OlMedsartan Medoxomil,Medication,DT4H-MedR117,DT4H,2024-06-01
Acetazolamid - kemisk,Medication,DT4H-Med111,DT4H,2024-06-01
Pentaeritritrityltetranitrat,Medication,DT4H-MedV116,DT4H,2024-06-01
Klortalidon,Medication,DT4H-Med184,DT4H,2024-06-01
Terodilin,Medication,DT4H-MedC109,DT4H,2024-06-01
Piperazin-derivat kalciumkanalblockerare,Medication,DT4H-MedC15,DT4H,2024-06-01
Lidoflazin,Medication,DT4H-MedC151,DT4H,2024-06-01
Diuretikum av purinderivat,Medication,DT4H-Med17,DT4H,2024-06-01
Piretanid,Medication,DT4H-MedL101,DT4H,2024-06-01
Kaliumkanrenoat,Medication,DT4H-MedM112,DT4H,2024-06-01
Teofyllinat av kolin,Medication,DT4H-Med171,DT4H,2024-06-01
Conivaptan,Medication,DT4H-Med117,DT4H,2024-06-01
Mibefradil,Medication,DT4H-MedC108,DT4H,2024-06-01
Amlodipinmaleat,Medication,DT4H-MedC173,DT4H,2024-06-01
Perhexilin,Medication,DT4H-MedC107,DT4H,2024-06-01
Saluretikum - kemiskt,Medication,DT4H-Med18,DT4H,2024-06-01
Amlodipin besylat,Medication,DT4H-MedC183,DT4H,2024-06-01
Aliskiren,Medication,DT4-MedR171,DT4H,2024-06-01
Eprosartan Medsilate,Medication,DT4H-MedR126,DT4H,2024-06-01
Azapropazon,Medication,DT4H-Med243,DT4H,2024-06-01
Kalciumkanalblockerare av dihydropyridinderivat,Medication,DT4H-MedC16,DT4H,2024-06-01
Perindopril arginin,Medication,DT4H-MedR145,DT4H,2024-06-01
Tolvaptan,Medication,DT4H-Med121,DT4H,2024-06-01
Nitrendipin,Medication,DT4H-MedC171,DT4H,2024-06-01
Azilsartan,Medication,DT4H-MedR116,DT4H,2024-06-01
Azilsartan Medoxomil,Medication,DT4H-MedR115,DT4H,2024-06-01
Pinaveriumbromid,Medication,DT4H-MedC106,DT4H,2024-06-01
Bensbromaron,Medication,DT4H-Med242,DT4H,2024-06-01
Barnidipin,Medication,DT4H-MedC170,DT4H,2024-06-01
Alindapril,Medication,DT4H-MedR144,DT4H,2024-06-01
Delaprilhydroklorid,Medication,DT4H-MedR143,DT4H,2024-06-01
Karbonyldiamid,Medication,DT4H-Med142,DT4H,2024-06-01
Gabapentin enacarbil,Medication,DT4H-MedC105,DT4H,2024-06-01
Zofenoprilat,Medication,DT4H-MedR140,DT4H,2024-06-01
Zofenoprilat arginin,Medication,DT4H-MedR139,DT4H,2024-06-01
Zofenopril kalcium,Medication,DT4H-MedR141,DT4H,2024-06-01
Zofenopril,Medication,DT4H-MedR142,DT4H,2024-06-01
Gallopamilhydroklorid,Medication,DT4H-MedC141,DT4H,2024-06-01
Gallopamil,Medication,DT4H-MedC142,DT4H,2024-06-01
Nilvadipin,Medication,DT4H-MedC169,DT4H,2024-06-01
Spirapril,Medication,DT4H-MedR138,DT4H,2024-06-01
Lesinurad,Medication,DT4H-Med241,DT4H,2024-06-01
Altizid,Medication,DT4H-Med222,DT4H,2024-06-01
Clevidipinbutyrat,Medication,DT4H-MedC172,DT4H,2024-06-01
"1,2-Dinitroglycerin",Medication,DT4H-MedV111,DT4H,2024-06-01
Dinitroglycerol,Medication,DT4H-MedV111,DT4H,2024-06-01
"Glyceryl-1,2-dinitrat",Medication,DT4H-MedV111,DT4H,2024-06-01
Cilazapril monohydrat,Medication,DT4H-MedR137,DT4H,2024-06-01
Indapamid hemihydrat,Medication,DT4H-Med201,DT4H,2024-06-01
Irbesartanhydroklorid,Medication,DT4H-MedR114,DT4H,2024-06-01
Cykletanid,Medication,DT4H-Med115,DT4H,2024-06-01
Cicletaninhydroklorid,Medication,DT4H-Med116,DT4H,2024-06-01
Cykletanidhydroklorid,Medication,DT4H-Med116,DT4H,2024-06-01
Perindopril tosilat,Medication,DT4H-MedR136,DT4H,2024-06-01
Substans Med reninhämmande verkningsMedkanism,Medication,DT4-MedR17,DT4H,2024-06-01
Manidipin,Medication,DT4H-MedC168,DT4H,2024-06-01
Manidipinhydroklorid,Medication,DT4H-MedC167,DT4H,2024-06-01
Piperazinderivat Med kalciumkanalblockerande verkningsMedkanism,Medication,DT4H-MedC15,DT4H,2024-06-01
Torasemid,Medication,DT4H-Med187,DT4H,2024-06-01
Terodilinhydroklorid,Medication,DT4H-MedC104,DT4H,2024-06-01
Aliskiren hemifumarat,Medication,DT4-MedR172,DT4H,2024-06-01
Amlodipin bensoat,Medication,DT4H-MedC166,DT4H,2024-06-01
Azilsartan Medoxomil kalium,Medication,DT4H-MedR113,DT4H,2024-06-01
Enalapril natrium,Medication,DT4H-MedR135,DT4H,2024-06-01
Perindopril erbumin monohydrat,Medication,DT4H-MedR134,DT4H,2024-06-01
Finerenone,Medication,DT4H-MedM111,DT4H,2024-06-01
Cilnidipin,Medication,DT4H-MedC165,DT4H,2024-06-01
Amlodipin Medsilat,Medication,DT4H-MedC164,DT4H,2024-06-01
S-amlodipin,Medication,DT4H-MedC163,DT4H,2024-06-01
(S)-amlodipin,Medication,DT4H-MedC163,DT4H,2024-06-01
(S)-amlodipinbesilat,Medication,DT4H-MedC162,DT4H,2024-06-01
S-amlodipin besylat,Medication,DT4H-MedC162,DT4H,2024-06-01
Levamlodipin besilat,Medication,DT4H-MedC162,DT4H,2024-06-01
Amiloridhydroklorid vattenfri,Medication,DT4H-Med151,DT4H,2024-06-01
Cilazapril vattenfri,Medication,DT4H-MedR133,DT4H,2024-06-01
Lisinopril vattenfri,Medication,DT4H-MedR132,DT4H,2024-06-01
Benidipinhydroklorid,Medication,DT4H-MedC103,DT4H,2024-06-01
Benidipin,Medication,DT4H-MedC102,DT4H,2024-06-01
Lerkanidipinhydroklorid hemihydrat,Medication,DT4H-MedC161,DT4H,2024-06-01
Perhexilinmaleat,Medication,DT4H-MedC101,DT4H,2024-06-01
Fimasartan,Medication,DT4H-MedR112,DT4H,2024-06-01
Fimasartan kaliumtrihydrat,Medication,DT4H-MedR111,DT4H,2024-06-01
,,,,2024-06-01
,,,,2024-06-01
manligt kön,demographic,DT4HDem-4,DT4H,2024-06-01
manligt kön,demographic,DT4HDem-4,DT4H,2024-06-01
BMI,demographic,DT4HDem-9,DT4H,2024-06-01
BMI,demographic,DT4HDem-9,DT4H,2024-06-01
ursprungsplats,demographic,DT4HDem-11,DT4H,2024-06-01
inskrivningsdatum,demographic,DT4HDem-14,DT4H,2024-06-01
dyspné,signs and symptoms,DT4HSign-3,DT4H,2024-06-01
ortopné,signs and symptoms,DT4HSign-4,DT4H,2024-06-01
fatigue,signs and symptoms,DT4HSign-7,DT4H,2024-06-01
aptitlöshet,signs and symptoms,DT4HSign-10,DT4H,2024-06-01
sänkt stämningsläge,signs and symptoms,DT4HSign-11,DT4H,2024-06-01
hjärtklappning,signs and symptoms,DT4HSign-12,DT4H,2024-06-01
svimning,signs and symptoms,DT4HSign-14,DT4H,2024-06-01
viktuppgång,signs and symptoms,DT4HSign-18,DT4H,2024-06-01
viktuppgång,signs and symptoms,DT4HSign-18,DT4H,2024-06-01
viktnedgång,signs and symptoms,DT4HSign-19,DT4H,2024-06-01
viktnedgång,signs and symptoms,DT4HSign-19,DT4H,2024-06-01
krepitationer vid andning,signs and symptoms,DT4HSign-22,DT4H,2024-06-01
akut hjärtinfarkt Med ST-höjning,ECG variables,DT4HEKG-2,DT4H,2024-06-01
akut hjärtinfarkt utan ST-höjning,ECG variables,DT4HEKG-3,DT4H,2024-06-01
volym på vänster kammare i slutsystole,Heart Ultrasound,DT4H-US7,DT4H,2024-06-01
angina pectoris,CV diseases,DT4H-CV1,DT4H,2024-06-01
angina pectoris,CV diseases,DT4H-CV1,DT4H,2024-06-01
hypertoni,CV diseases,DT4H-CV5,DT4H,2024-06-01
stroke,CV diseases,DT4H-CV9,DT4H,2024-06-01
transitorisk ischemisk attack,CV diseases,DT4H-CV10,DT4H,2024-06-01
transitorisk ischemisk attack,CV diseases,DT4H-CV10,DT4H,2024-06-01
transitorisk ischemisk attack,CV diseases,DT4H-CV10,DT4H,2024-06-01
transitorisk ischemisk attack,CV diseases,DT4H-CV10,DT4H,2024-06-01
AIDS (acquired immune deficiency syndroMed),Non-CV comorbidities,DT4H-Dis1,DT4H,2024-06-01
infektion orsakad av humant immunbristvirus (HIV),Non-CV comorbidities,DT4H-Dis2,DT4H,2024-06-01
kroniskt obstruktiv lungsjukdom,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
kroniskt obstruktiv lungsjukdom,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
diabetes Medllitus,Non-CV comorbidities,DT4H-Dis4,DT4H,2024-06-01
hypertyreos,Non-CV comorbidities,DT4H-Dis8,DT4H,2024-06-01
malign tumörsjukdom,Non-CV comorbidities,DT4H-Dis10,DT4H,2024-06-01
malign tumörsjukdom,Non-CV comorbidities,DT4H-Dis10,DT4H,2024-06-01
reumatism,Non-CV comorbidities,DT4H-Dis12,DT4H,2024-06-01
dagligrökare,Non-CV comorbidities,DT4H-SM3,DT4H,2024-06-01
koronar bypassoperation,CV diseases,DT4H-CV12,DT4H,2024-06-01
koronar bypassoperation,CV diseases,DT4H-CV12,DT4H,2024-06-01
man som biologiskt kön,demographic,DT4HDem-4,DT4H,2024-06-01
man,demographic,DT4HDem-4,DT4H,2024-06-01
kroppsmasseindex,demographic,DT4HDem-9,DT4H,2024-06-01
BMI (body mass index),demographic,DT4HDem-9,DT4H,2024-06-01
ursprungsplats,demographic,DT4HDem-11,DT4H,2024-06-01
datum för inskrivning,demographic,DT4HDem-14,DT4H,2024-06-01
andnöd,signs and symptoms,DT4HSign-3,DT4H,2024-06-01
andnöd i liggande ställning,signs and symptoms,DT4HSign-4,DT4H,2024-06-01
trötthet,signs and symptoms,DT4HSign-7,DT4H,2024-06-01
aptitförlust,signs and symptoms,DT4HSign-10,DT4H,2024-06-01
nedstämdhet,signs and symptoms,DT4HSign-11,DT4H,2024-06-01
palpitationer,signs and symptoms,DT4HSign-12,DT4H,2024-06-01
synkope,signs and symptoms,DT4HSign-14,DT4H,2024-06-01
gått upp i vikt,signs and symptoms,DT4HSign-18,DT4H,2024-06-01
viktökning,signs and symptoms,DT4HSign-18,DT4H,2024-06-01
viktförlust,signs and symptoms,DT4HSign-19,DT4H,2024-06-01
fynd som rör viktförlust,signs and symptoms,DT4HSign-19,DT4H,2024-06-01
rassel,signs and symptoms,DT4HSign-22,DT4H,2024-06-01
ST-höjningsinfarkt (STEMI),ECG variables,DT4HEKG-2,DT4H,2024-06-01
icke ST-höjningsinfarkt (NSTEMI),ECG variables,DT4HEKG-3,DT4H,2024-06-01
storlek på vänster kammarkavitet i slutsystole,Heart Ultrasound,DT4H-US7,DT4H,2024-06-01
angina,CV diseases,DT4H-CV1,DT4H,2024-06-01
kärlkramp,CV diseases,DT4H-CV1,DT4H,2024-06-01
högt blodtryck,CV diseases,DT4H-CV5,DT4H,2024-06-01
cerebrovaskulär händelse,CV diseases,DT4H-CV9,DT4H,2024-06-01
övergående ischemisk attack,CV diseases,DT4H-CV10,DT4H,2024-06-01
TIA (transitorisk ischemisk attack),CV diseases,DT4H-CV10,DT4H,2024-06-01
övergående cerebral ischemi,CV diseases,DT4H-CV10,DT4H,2024-06-01
TIA,CV diseases,DT4H-CV10,DT4H,2024-06-01
AIDS,Non-CV comorbidities,DT4H-Dis1,DT4H,2024-06-01
HIV-infektion,Non-CV comorbidities,DT4H-Dis2,DT4H,2024-06-01
KOL (kroniskt obstruktiv lungsjukdom),Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
KOL,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
diabetes,Non-CV comorbidities,DT4H-Dis4,DT4H,2024-06-01
hypertyreoidism,Non-CV comorbidities,DT4H-Dis8,DT4H,2024-06-01
malign neoplastisk sjukdom,Non-CV comorbidities,DT4H-Dis10,DT4H,2024-06-01
cancer,Non-CV comorbidities,DT4H-Dis10,DT4H,2024-06-01
reumatism,Non-CV comorbidities,DT4H-Dis12,DT4H,2024-06-01
röker tobak dagligen,Non-CV comorbidities,DT4H-SM3,DT4H,2024-06-01
CABG,CV diseases,DT4H-CV12,DT4H,2024-06-01
CABG (coronary artery bypass graft),CV diseases,DT4H-CV12,DT4H,2024-06-01
Valvulär hjärtsjukdom,CV diseases,DT4H-CV11,DT4H,2024-06-01
Hjärtklaffssjukdom,CV diseases,DT4H-CV11,DT4H,2024-06-01
Valvulär hjärtsjukdom,CV diseases,DT4H-CV11,DT4H,2024-06-01
Hjärtklaffssjukdom,CV diseases,DT4H-CV11,DT4H,2024-06-01
Snabb hjärtrytm,signs and symptoms,DT4HSign-24,DT4H,2024-06-01
Ökad hjärtfrekvens,signs and symptoms,DT4HSign-24,DT4H,2024-06-01
Genomsnittligt arteriellt tryck,Medication,DT4HMedas-3,DT4H,2024-06-01
Tidigare rökare,Non-CV comorbidities,DT4H-SM2,DT4H,2024-06-01
Före detta rökare,Non-CV comorbidities,DT4H-SM2,DT4H,2024-06-01
Sluta röka,Non-CV comorbidities,DT4H-SM2,DT4H,2024-06-01
alfa-lipoprotein,Lab,DT4H-Lab14,DT4H,2024-06-01
HDL,Lab,DT4H-Lab14,DT4H,2024-06-01
Kronisk obstruktiv lungsjukdom,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
Kronisk obstruktiv lungsjukdom,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
KALL,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
KOL,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
"Kronisk obstruktiv lungsjukdom, NEC",Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
beta Lipoprotein,Lab,DT4H-Lab15,DT4H,2024-06-01
LDL,Lab,DT4H-Lab15,DT4H,2024-06-01
Hjärtinfarkt,CV diseases,DT4H-CV7,DT4H,2024-06-01
Hjärtinfarkt,CV diseases,DT4H-CV7,DT4H,2024-06-01
Hjärtinfarkt,CV diseases,DT4H-CV7,DT4H,2024-06-01
Hjärtinfarkt,CV diseases,DT4H-CV7,DT4H,2024-06-01
Hjärtinfarkt,CV diseases,DT4H-CV7,DT4H,2024-06-01
Hjärtinfarkt,CV diseases,DT4H-CV7,DT4H,2024-06-01
Förhöjt venöst tryck i jugularis,signs and symptoms,DT4HSign-15,DT4H,2024-06-01
Mätning av albumin,Lab,DT4H-Lab20,DT4H,2024-06-01
Kroppsvikt,demographic,DT4HDem-8,DT4H,2024-06-01
Smärta i bröstet,signs and symptoms,DT4HSign-2,DT4H,2024-06-01
Ferritin,Lab,DT4H-Lab2,DT4H,2024-06-01
Hypertyreos,Non-CV comorbidities,DT4H-Dis8,DT4H,2024-06-01
Svår depression,Non-CV comorbidities,DT4H-Dis6,DT4H,2024-06-01
Medlankoli,Non-CV comorbidities,DT4H-Dis6,DT4H,2024-06-01
Svår depressiv sjukdom,Non-CV comorbidities,DT4H-Dis6,DT4H,2024-06-01
Svår depression,Non-CV comorbidities,DT4H-Dis6,DT4H,2024-06-01
Medlankoli,Non-CV comorbidities,DT4H-Dis6,DT4H,2024-06-01
Svår depressiv sjukdom,Non-CV comorbidities,DT4H-Dis6,DT4H,2024-06-01
Hypertensiv sjukdom,CV diseases,DT4H-CV5,DT4H,2024-06-01
Hypertensiv sjukdom,CV diseases,DT4H-CV5,DT4H,2024-06-01
Hypertoni,CV diseases,DT4H-CV5,DT4H,2024-06-01
Hyperpiesis,CV diseases,DT4H-CV5,DT4H,2024-06-01
Högt blodtryck,CV diseases,DT4H-CV5,DT4H,2024-06-01
Hypertensiv kärlsjukdom,CV diseases,DT4H-CV5,DT4H,2024-06-01
Hypertensiv vaskulär degeneration,CV diseases,DT4H-CV5,DT4H,2024-06-01
Hyperpiesia,CV diseases,DT4H-CV5,DT4H,2024-06-01
Hypertoni,CV diseases,DT4H-CV5,DT4H,2024-06-01
Hb,Lab,DT4H-Lab1,DT4H,2024-06-01
Hemoglobin,Lab,DT4H-Lab1,DT4H,2024-06-01
Natrium,Lab,DT4H-Lab17,DT4H,2024-06-01
Crepitant rales,signs and symptoms,DT4HSign-22,DT4H,2024-06-01
FörmaksflimMedr,CV diseases,DT4H-CV2,DT4H,2024-06-01
Pleurautgjutning,signs and symptoms,DT4HSign-23,DT4H,2024-06-01
Glutamyltranspeptidas,Lab,DT4H-Lab18,DT4H,2024-06-01
gamma GTP,Lab,DT4H-Lab18,DT4H,2024-06-01
Allorytmisk puls,signs and symptoms,DT4HSign-25,DT4H,2024-06-01
Oregelbunden puls,signs and symptoms,DT4HSign-25,DT4H,2024-06-01
CRP,Lab,DT4H-Lab7,DT4H,2024-06-01
AIDS,Non-CV comorbidities,DT4H-Dis1,DT4H,2024-06-01
Förvärvat immunbristsyndrom,Non-CV comorbidities,DT4H-Dis1,DT4H,2024-06-01
Förvärvat immunbristsyndrom,Non-CV comorbidities,DT4H-Dis1,DT4H,2024-06-01
Förvärvat immunbristsyndrom,Non-CV comorbidities,DT4H-Dis1,DT4H,2024-06-01
Förvärvat immunbristsyndrom,Non-CV comorbidities,DT4H-Dis1,DT4H,2024-06-01
Nattlig hosta,signs and symptoms,DT4HSign-9,DT4H,2024-06-01
Ortopné,signs and symptoms,DT4HSign-4,DT4H,2024-06-01
Hepatojugulärt återflöde,signs and symptoms,DT4HSign-16,DT4H,2024-06-01
Rökare,Non-CV comorbidities,DT4H-SM1,DT4H,2024-06-01
Anorexia,signs and symptoms,DT4HSign-10,DT4H,2024-06-01
GloMedrulär filtrationshastighet,Lab,DT4H-Lab22,DT4H,2024-06-01
Hjärtklappning,signs and symptoms,DT4HSign-12,DT4H,2024-06-01
HepatoMedgali,signs and symptoms,DT4HSign-28,DT4H,2024-06-01
Minskad urinvolym,signs and symptoms,DT4HSign-30,DT4H,2024-06-01
Oligurien,signs and symptoms,DT4HSign-30,DT4H,2024-06-01
Hjärtsvikt,CV diseases,DT4H-CV4,DT4H,2024-06-01
Svagt hjärta,CV diseases,DT4H-CV4,DT4H,2024-06-01
Hjärtsvikt,CV diseases,DT4H-CV4,DT4H,2024-06-01
Hjärtsvikt,CV diseases,DT4H-CV4,DT4H,2024-06-01
Svagt hjärta,CV diseases,DT4H-CV4,DT4H,2024-06-01
Hjärtsvikt,CV diseases,DT4H-CV4,DT4H,2024-06-01
Utmattning,signs and symptoms,DT4HSign-7,DT4H,2024-06-01
Trötthet,signs and symptoms,DT4HSign-7,DT4H,2024-06-01
Kolesterol,Lab,DT4H-Lab13,DT4H,2024-06-01
Neutralt fett,Lab,DT4H-Lab12,DT4H,2024-06-01
Triglycerid,Lab,DT4H-Lab12,DT4H,2024-06-01
Kardiomyopati,CV diseases,DT4H-CV3,DT4H,2024-06-01
Myokardiopati,CV diseases,DT4H-CV3,DT4H,2024-06-01
Myokardiopati,CV diseases,DT4H-CV3,DT4H,2024-06-01
HIV-infektion,Non-CV comorbidities,DT4H-Dis2,DT4H,2024-06-01
Blåsljud i hjärtat,signs and symptoms,DT4HSign-20,DT4H,2024-06-01
Blåsljud i hjärtat,signs and symptoms,DT4HSign-20,DT4H,2024-06-01
MumMedl,signs and symptoms,DT4HSign-20,DT4H,2024-06-01
MumMedl,signs and symptoms,DT4HSign-20,DT4H,2024-06-01
Minskad kroppsvikt,signs and symptoms,DT4HSign-19,DT4H,2024-06-01
Viktminskning,signs and symptoms,DT4HSign-19,DT4H,2024-06-01
Tropomyosin-bindande troponin-subenhet,Lab,DT4H-Lab10,DT4H,2024-06-01
Inhibitorisk troponin-subenhet,Lab,DT4H-Lab8,DT4H,2024-06-01
Mätning av ureakväve i blodet,Lab,DT4H-Lab23,DT4H,2024-06-01
BUN-mätning,Lab,DT4H-Lab23,DT4H,2024-06-01
Paroxysmal nattlig dyspné,signs and symptoms,DT4HSign-5,DT4H,2024-06-01
Obstruktivt sömnapnésyndrom,Non-CV comorbidities,DT4H-Dis11,DT4H,2024-06-01
Index för transferrinmättnad,Lab,DT4H-Lab3,DT4H,2024-06-01
Födelsedatum,demographic,DT4HDem-6,DT4H,2024-06-01
Angina pectoris,CV diseases,DT4H-CV1,DT4H,2024-06-01
Kärlkramp i hjärtat,CV diseases,DT4H-CV1,DT4H,2024-06-01
Stenocardia,CV diseases,DT4H-CV1,DT4H,2024-06-01
Anginalt syndrom,CV diseases,DT4H-CV1,DT4H,2024-06-01
AP - Angina pectoris,CV diseases,DT4H-CV1,DT4H,2024-06-01
Ischemisk hjärtsjukdom - angina pectoris,CV diseases,DT4H-CV1,DT4H,2024-06-01
Ischemisk hjärtsjukdom - angina pectoris,CV diseases,DT4H-CV1,DT4H,2024-06-01
CVA - Cerebrovaskulär olycka,CV diseases,DT4H-CV9,DT4H,2024-06-01
Stroke,CV diseases,DT4H-CV9,DT4H,2024-06-01
Cerebrovaskulär olycka,CV diseases,DT4H-CV9,DT4H,2024-06-01
CABG - bypass-transplantation av kranskärl,CV diseases,DT4H-CV12,DT4H,2024-06-01
CBG - koronar bypass-transplantation,CV diseases,DT4H-CV12,DT4H,2024-06-01
Bypass-transplantation av kranskärl,CV diseases,DT4H-CV12,DT4H,2024-06-01
Kranskärlsoperationer Med bypass-transplantation,CV diseases,DT4H-CV12,DT4H,2024-06-01
CAG - Kranskärlsgraft,CV diseases,DT4H-CV12,DT4H,2024-06-01
Hepatopati,Non-CV comorbidities,DT4H-Dis9,DT4H,2024-06-01
Leversjukdom,Non-CV comorbidities,DT4H-Dis9,DT4H,2024-06-01
Sjukdom i levern,Non-CV comorbidities,DT4H-Dis9,DT4H,2024-06-01
LD - leversjukdom,Non-CV comorbidities,DT4H-Dis9,DT4H,2024-06-01
Kvinna,demographic,DT4HDem-3,DT4H,2024-06-01
Man,demographic,DT4HDem-4,DT4H,2024-06-01
Ejektionsfraktion i vänster kammare,Heart Ultrasound,DT4H-US1,DT4H,2024-06-01
Vänster kammares hålrumsstorlek end-systolisk,Heart Ultrasound,DT4H-US7,DT4H,2024-06-01
Hjärtats rytm,ECG variables,DT4HEKG-1,DT4H,2024-06-01
QRS-axel,ECG variables,DT4HEKG-5,DT4H,2024-06-01
QRS-komplexets varaktighet,ECG variables,DT4HEKG-4,DT4H,2024-06-01
Viktökning,signs and symptoms,DT4HSign-18,DT4H,2024-06-01
Njurdialys,Non-CV comorbidities,DT4H-Dis7,DT4H,2024-06-01
Dialys Med konstgjord njure,Non-CV comorbidities,DT4H-Dis7,DT4H,2024-06-01
TIA,CV diseases,DT4H-CV10,DT4H,2024-06-01
Temporär cerebral vaskulär dysfunktion,CV diseases,DT4H-CV10,DT4H,2024-06-01
Övergående ischemisk attack,CV diseases,DT4H-CV10,DT4H,2024-06-01
TIA - Övergående ischemisk attack,CV diseases,DT4H-CV10,DT4H,2024-06-01
Intermittent cerebral ischemi,CV diseases,DT4H-CV10,DT4H,2024-06-01
Övergående ischemisk attack,CV diseases,DT4H-CV10,DT4H,2024-06-01
Övergående cerebral ischemi,CV diseases,DT4H-CV10,DT4H,2024-06-01
Har aldrig rökt,Non-CV comorbidities,DT4H-SM6,DT4H,2024-06-01
Tobaksrökning okänd,Non-CV comorbidities,DT4H-SM8,DT4H,2024-06-01
Dyspné,signs and symptoms,DT4HSign-3,DT4H,2024-06-01
Andlös,signs and symptoms,DT4HSign-3,DT4H,2024-06-01
Andfåddhet,signs and symptoms,DT4HSign-3,DT4H,2024-06-01
SOB - andfåddhet,signs and symptoms,DT4HSign-3,DT4H,2024-06-01
Andfåddhet,signs and symptoms,DT4HSign-3,DT4H,2024-06-01
Svullnad i fotleden,signs and symptoms,DT4HSign-8,DT4H,2024-06-01
Svullen fotled,signs and symptoms,DT4HSign-8,DT4H,2024-06-01
Nedsatt tolerans för ansträngning,signs and symptoms,DT4HSign-6,DT4H,2024-06-01
Albuminhalt i urin,Lab,DT4H-Lab21,DT4H,2024-06-01
Förhållandet albumin/kreatinin i urinen,Lab,DT4H-Lab24,DT4H,2024-06-01
Kreatinhalt i urin,Lab,DT4H-Lab19,DT4H,2024-06-01
Kreatinmätning i urin,Lab,DT4H-Lab19,DT4H,2024-06-01
Synkopeattack,signs and symptoms,DT4HSign-14,DT4H,2024-06-01
Perifert ödem,signs and symptoms,DT4HSign-21,DT4H,2024-06-01
Snabb andning,signs and symptoms,DT4HSign-26,DT4H,2024-06-01
Snabb andning,signs and symptoms,DT4HSign-26,DT4H,2024-06-01
Takypné,signs and symptoms,DT4HSign-26,DT4H,2024-06-01
